client_id,age,genre,anciennete_mois,facture_mensuelle,facture_totale,type_contrat,service_internet,moyen_paiement,tickets_support,region,offre_promo,senior,facture_electronique,dernier_contact_jours,churn
C100730,64.0,Homme,2,47.04,88.37,Mensuel,DSL,Prélèvement,0,Provence-Alpes-Côte d'Azur,0,0,0,46,Oui
C100974,27.0,Homme,15,102.7,1489.15,Annuel,Fibre,Carte bancaire,2,Auvergne-Rhône-Alpes,0,0,1,27,Non
C100522,30.0,Homme,69,18.5,1239.73,Annuel,Fibre,Carte bancaire,1,Nouvelle-Aquitaine,0,0,0,10,Non
C100297,46.0,Femme,28,71.71,1787.78,Mensuel,DSL,Carte bancaire,2,Auvergne-Rhône-Alpes,1,0,0,9,Non
C100439,43.0,Homme,67,43.77,3154.12,Mensuel,Fibre,Virement,3,Auvergne-Rhône-Alpes,0,0,1,36,Non
C101313,,Femme,63,67.12,4436.83,Mensuel,Fibre,Carte bancaire,3,Provence-Alpes-Côte d'Azur,0,1,0,9,Non
C100270,36.0,Femme,29,18.5,526.85,Mensuel,Aucun,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,0,15,Non
C100899,57.0,Femme,22,39.88,789.32,Mensuel,Aucun,Prélèvement,1,Grand Est,1,0,0,37,Non
C101252,22.0,Homme,61,110.45,6644.73,Mensuel,DSL,Prélèvement,3,Auvergne-Rhône-Alpes,0,0,0,19,Non
C101036,75.0,Homme,41,72.57,2981.3,Annuel,Fibre,Carte bancaire,1,Nouvelle-Aquitaine,0,1,1,77,Non
C100538,52.0,Femme,26,39.9,1103.72,Mensuel,Fibre,Carte bancaire,0,Île-de-France,1,0,0,7,Oui
C101397,59.0,Homme,49,81.47,3965.76,Biennal,Fibre,Carte bancaire,1,Île-de-France,0,0,1,30,Non
C100925,78.0,Homme,54,67.72,3642.81,Annuel,Fibre,Carte bancaire,1,Grand Est,0,1,1,8,Non
C101196,63.0,Homme,68,47.87,2969.04,Mensuel,Fibre,Carte bancaire,0,Auvergne-Rhône-Alpes,1,0,0,29,Non
C100984,55.0,Femme,57,58.99,3314.29,Mensuel,Fibre,Chèque électronique,1,Nouvelle-Aquitaine,1,0,0,43,Non
C101035,65.0,Homme,62,89.23,4941.28,Mensuel,DSL,Chèque électronique,0,Auvergne-Rhône-Alpes,0,1,1,36,Non
C101236,18.0,Femme,30,39.54,1173.95,Mensuel,Aucun,Prélèvement,1,Auvergne-Rhône-Alpes,0,0,0,20,Non
C100394,64.0,Homme,45,38.96,1643.52,Annuel,Fibre,Carte bancaire,3,Auvergne-Rhône-Alpes,0,0,0,14,Oui
C101398,19.0,Femme,55,51.6,2719.09,Mensuel,DSL,Carte bancaire,1,Île-de-France,1,0,1,19,Non
C100781,58.0,Femme,70,74.75,5437.68,Annuel,Fibre,Carte bancaire,2,Nouvelle-Aquitaine,0,0,1,28,Non
C100765,67.0,Homme,8,118.63,870.65,Annuel,Fibre,Carte bancaire,5,Île-de-France,0,1,0,1,Non
C100678,51.0,Homme,49,53.59,2766.84,Biennal,Fibre,Carte bancaire,0,Hauts-de-France,0,0,1,18,Non
C100682,79.0,Homme,36,50.03,1876.32,Biennal,DSL,Carte bancaire,2,Hauts-de-France,0,1,1,22,Non
C101209,79.0,Homme,52,56.86,2824.35,Annuel,Aucun,Virement,3,Auvergne-Rhône-Alpes,0,1,1,9,Oui
C100274,44.0,Femme,62,84.34,,Biennal,DSL,Prélèvement,0,Hauts-de-France,0,0,1,34,Non
C100377,65.0,Femme,15,88.52,1376.07,Mensuel,Fibre,Carte bancaire,2,Hauts-de-France,0,1,0,20,Oui
C101027,35.0,Homme,56,18.5,991.94,Mensuel,Fibre,Prélèvement,0,Nouvelle-Aquitaine,0,0,0,27,Non
C100056,52.0,Femme,24,63.51,1564.52,Annuel,Fibre,Carte bancaire,2,Grand Est,1,0,1,1,Non
C100720,26.0,Homme,71,116.0,8088.92,Mensuel,Fibre,Prélèvement,0,Hauts-de-France,0,0,0,28,Non
C100594,38.0,Femme,29,72.35,1990.71,Annuel,Fibre,Prélèvement,3,Auvergne-Rhône-Alpes,0,0,1,26,Non
C100624,56.0,Femme,36,58.62,1905.29,Mensuel,Fibre,Prélèvement,0,Île-de-France,0,0,1,37,Non
C101299,19.0,Homme,3,66.67,,Biennal,Fibre,Carte bancaire,0,Occitanie,0,0,1,27,Non
C100493,56.0,Autre,63,28.72,1634.73,Mensuel,Aucun,Virement,3,Occitanie,1,0,0,8,Non
C100478,60.0,Femme,48,91.61,4727.08,Mensuel,Fibre,Prélèvement,0,Île-de-France,1,0,0,26,Non
C100808,43.0,Femme,52,88.82,4679.13,Mensuel,DSL,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,104,Oui
C100993,45.0,Homme,7,95.16,713.23,Mensuel,DSL,Prélèvement,1,Auvergne-Rhône-Alpes,0,0,1,8,Oui
C100086,24.0,Homme,52,63.16,,Mensuel,Aucun,Prélèvement,1,Grand Est,0,0,1,45,Non
C100941,43.0,Femme,2,661.22,91.33,Mensuel,DSL,Carte bancaire,1,Provence-Alpes-Côte d'Azur,1,0,1,44,Oui
C100123,48.0,Homme,20,72.77,,Annuel,Fibre,Carte bancaire,0,Grand Est,0,0,0,22,Non
C101382,40.0,Homme,52,102.45,4940.82,Annuel,Fibre,Virement,1,Nouvelle-Aquitaine,0,0,1,6,Non
C101393,65.0,Femme,46,31.74,1493.78,Biennal,Fibre,Virement,1,Grand Est,0,1,0,17,Non
C100527,27.0,Femme,64,26.84,1618.92,Biennal,Fibre,Chèque électronique,0,Provence-Alpes-Côte d'Azur,0,0,0,40,Non
C100432,70.0,Femme,20,69.44,,Mensuel,Fibre,Prélèvement,3,Provence-Alpes-Côte d'Azur,0,1,1,29,Oui
C101085,71.0,Homme,42,64.47,2591.58,Mensuel,Fibre,Prélèvement,1,Nouvelle-Aquitaine,0,1,1,29,Oui
C100221,47.0,Homme,72,42.91,2990.21,Annuel,Fibre,Carte bancaire,1,Auvergne-Rhône-Alpes,1,0,0,45,Non
C100113,47.0,Homme,8,81.73,615.9,Annuel,Aucun,Chèque électronique,2,Île-de-France,0,0,0,7,Non
C100707,54.0,Femme,57,74.84,4017.99,Annuel,Fibre,Carte bancaire,0,Grand Est,0,0,1,23,Non
C101013,38.0,Homme,45,49.47,2006.77,Mensuel,Aucun,Carte bancaire,4,Occitanie,0,0,1,14,Oui
C100174,62.0,Homme,22,87.37,1947.44,Mensuel,DSL,Carte bancaire,1,Provence-Alpes-Côte d'Azur,1,0,1,14,Non
C100435,25.0,Femme,56,71.79,3927.94,Mensuel,Fibre,Chèque électronique,0,Grand Est,1,0,1,23,Non
C100277,68.0,Femme,27,92.32,2284.18,Annuel,Fibre,Carte bancaire,0,Île-de-France,0,1,1,26,Non
C101110,58.0,Femme,66,23.12,1638.96,Mensuel,Fibre,Prélèvement,2,Hauts-de-France,1,0,1,55,Non
C100901,20.0,Femme,40,113.11,4420.11,Mensuel,Fibre,Carte bancaire,2,Hauts-de-France,0,0,0,35,Oui
C100875,50.0,Femme,28,45.47,1348.87,Biennal,Fibre,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,0,14,Non
C101128,53.0,Homme,14,61.41,756.57,Mensuel,Fibre,Prélèvement,0,Occitanie,0,0,1,23,Non
C100031,32.0,Femme,67,46.48,3240.78,Mensuel,Fibre,Prélèvement,1,Île-de-France,0,0,0,25,Non
C100210,34.0,Homme,9,74.48,687.34,Mensuel,Fibre,Prélèvement,1,Hauts-de-France,1,0,1,19,Non
C101201,48.0,Femme,50,42.49,,Mensuel,Fibre,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,0,22,Non
C100807,25.0,Femme,60,64.66,3832.0,Mensuel,DSL,Virement,0,Île-de-France,0,0,0,17,Oui
C100718,33.0,Homme,61,74.42,4611.92,Mensuel,Aucun,Carte bancaire,2,Provence-Alpes-Côte d'Azur,1,0,0,11,Non
C101000,69.0,Homme,32,140.62,4406.13,Mensuel,Fibre,Chèque électronique,0,Provence-Alpes-Côte d'Azur,0,1,0,19,Oui
C100610,71.0,Femme,15,125.45,,Annuel,DSL,Carte bancaire,3,Nouvelle-Aquitaine,0,1,1,14,Non
C100188,33.0,Femme,25,18.5,432.12,Mensuel,DSL,Carte bancaire,2,Grand Est,0,0,1,28,Non
C100289,48.0,Homme,28,62.73,1823.38,Biennal,DSL,Prélèvement,2,Nouvelle-Aquitaine,0,0,1,54,Non
C100889,35.0,Femme,38,88.56,3257.75,Mensuel,Fibre,Carte bancaire,2,Grand Est,0,0,0,33,Oui
C101335,81.0,Homme,49,85.12,4452.35,Mensuel,DSL,Prélèvement,0,Provence-Alpes-Côte d'Azur,0,1,0,29,Non
C100579,24.0,Homme,6,53.06,334.83,Biennal,DSL,Carte bancaire,2,Provence-Alpes-Côte d'Azur,1,0,0,10,Non
C101137,41.0,Femme,42,30.36,1275.84,Annuel,DSL,Virement,0,Provence-Alpes-Côte d'Azur,0,0,0,9,Non
C100048,61.0,Homme,66,70.1,4242.28,Annuel,Fibre,Virement,3,Hauts-de-France,0,0,0,22,Non
C100155,60.0,Femme,60,20.78,1287.5,Mensuel,DSL,Prélèvement,4,Occitanie,0,0,1,28,Non
C100310,60.0,Homme,22,104.69,2033.83,Mensuel,DSL,Prélèvement,2,Hauts-de-France,0,0,0,11,Non
C101077,28.0,Femme,60,66.89,4013.27,Biennal,DSL,Prélèvement,3,Auvergne-Rhône-Alpes,0,0,0,52,Non
C101022,73.0,Homme,67,96.29,5768.48,Mensuel,Fibre,Carte bancaire,3,Grand Est,1,1,1,17,Oui
C100968,76.0,Femme,26,93.22,2386.81,Annuel,Fibre,Prélèvement,1,Provence-Alpes-Côte d'Azur,1,1,1,29,Non
C100716,51.0,Homme,8,96.27,771.87,Annuel,DSL,Carte bancaire,0,Hauts-de-France,1,0,1,36,Non
C101284,42.0,Homme,39,45.65,1815.23,Mensuel,Aucun,Virement,3,Île-de-France,0,0,1,29,Oui
C100989,68.0,Femme,22,75.43,,Annuel,DSL,Carte bancaire,0,Auvergne-Rhône-Alpes,0,1,0,34,Non
C101031,29.0,Femme,36,130.43,4676.03,Annuel,Aucun,Prélèvement,1,Nouvelle-Aquitaine,0,0,1,22,Non
C100306,37.0,Homme,21,139.08,3003.16,Mensuel,Fibre,Carte bancaire,2,Provence-Alpes-Côte d'Azur,0,0,1,14,Non
C101174,18.0,Homme,54,52.12,2944.8,Mensuel,DSL,Prélèvement,0,Provence-Alpes-Côte d'Azur,0,0,1,28,Oui
C100482,34.0,Femme,51,18.5,961.22,Mensuel,DSL,Virement,1,Occitanie,0,0,0,19,Non
C101175,39.0,Homme,49,38.77,,Mensuel,DSL,Virement,3,Provence-Alpes-Côte d'Azur,0,0,1,32,Oui
C100724,,Femme,24,30.86,701.4,Mensuel,DSL,Chèque électronique,1,Hauts-de-France,1,1,1,12,Oui
C101111,32.0,Femme,67,81.71,5648.46,Mensuel,Fibre,Chèque électronique,2,Occitanie,0,0,0,5,Oui
C101341,26.0,Homme,12,57.07,621.46,Mensuel,DSL,Prélèvement,0,Grand Est,0,0,1,1,Non
C101390,37.0,Femme,6,130.71,708.51,Mensuel,Fibre,Virement,1,Provence-Alpes-Côte d'Azur,1,0,0,36,Oui
C100382,78.0,Homme,12,96.26,1164.66,Mensuel,Aucun,Chèque électronique,4,Hauts-de-France,0,1,1,37,Oui
C100526,77.0,Femme,8,40.95,293.53,Mensuel,Aucun,Prélèvement,1,Nouvelle-Aquitaine,0,1,1,27,Non
C100506,51.0,Homme,34,104.53,,Mensuel,Fibre,Chèque électronique,2,Île-de-France,0,0,1,12,Oui
C100561,20.0,Femme,62,18.5,1070.47,Mensuel,DSL,Chèque électronique,0,Auvergne-Rhône-Alpes,0,0,1,18,Non
C100243,59.0,Femme,33,18.5,632.7,Mensuel,Aucun,Carte bancaire,3,Île-de-France,0,0,0,12,Oui
C100973,48.0,Femme,25,72.69,1846.19,Annuel,Fibre,Virement,1,Provence-Alpes-Côte d'Azur,0,0,1,1,Non
C101066,77.0,Autre,40,27.39,982.17,Annuel,Fibre,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,1,1,14,Non
C100680,64.0,Femme,28,18.5,462.83,Mensuel,Fibre,Chèque électronique,2,Île-de-France,1,0,1,8,Non
C100792,64.0,Homme,72,52.23,3981.12,Annuel,DSL,Carte bancaire,2,Provence-Alpes-Côte d'Azur,1,0,1,14,Non
C100812,61.0,Homme,44,83.78,3885.75,Annuel,Fibre,Carte bancaire,1,Occitanie,1,0,1,45,Non
C101336,58.0,Homme,4,86.79,342.09,Mensuel,Fibre,Prélèvement,1,Auvergne-Rhône-Alpes,0,0,0,7,Oui
C101150,,Femme,17,98.92,1738.98,Mensuel,Aucun,Chèque électronique,3,Nouvelle-Aquitaine,0,0,1,22,Non
C100411,32.0,Femme,24,100.43,2302.84,Annuel,Fibre,Prélèvement,1,Nouvelle-Aquitaine,0,0,1,57,Non
C100785,55.0,Femme,4,52.0,190.49,Annuel,Fibre,Carte bancaire,0,Nouvelle-Aquitaine,0,0,1,18,Non
C100054,49.0,Homme,25,45.43,1209.79,Annuel,Aucun,Carte bancaire,2,Occitanie,0,0,1,4,Non
C100946,80.0,Femme,35,23.27,726.41,Mensuel,Aucun,Prélèvement,0,Auvergne-Rhône-Alpes,0,1,1,7,Oui
C100312,25.0,Femme,9,60.21,554.47,Annuel,Aucun,Virement,2,Provence-Alpes-Côte d'Azur,0,0,0,6,Oui
C100819,81.0,Femme,47,41.24,2078.47,Biennal,Fibre,Prélèvement,0,Grand Est,1,1,1,43,Non
C100109,63.0,Autre,44,54.71,2325.9,Annuel,DSL,Prélèvement,3,Île-de-France,1,0,1,7,Non
C100810,20.0,Femme,61,95.3,5697.89,Annuel,Fibre,Carte bancaire,0,Nouvelle-Aquitaine,0,0,1,18,Non
C100985,59.0,Femme,47,77.29,3695.05,Biennal,Aucun,Prélèvement,2,Auvergne-Rhône-Alpes,0,0,1,10,Non
C100986,57.0,Homme,63,67.39,4092.05,Biennal,Fibre,Prélèvement,1,Île-de-France,0,0,1,14,Non
C100447,79.0,Homme,6,76.79,424.4,Annuel,Fibre,Chèque électronique,2,Auvergne-Rhône-Alpes,0,1,1,43,Non
C101149,72.0,Homme,42,67.09,2794.44,Mensuel,Fibre,Chèque électronique,2,Grand Est,0,1,1,19,Oui
C100296,72.0,Homme,24,58.27,1270.49,Mensuel,DSL,Prélèvement,0,Nouvelle-Aquitaine,0,1,1,34,Oui
C100978,40.0,Homme,7,113.41,782.13,Annuel,DSL,Chèque électronique,2,Nouvelle-Aquitaine,0,0,1,18,Non
C101084,30.0,Femme,72,60.77,4722.14,Biennal,Fibre,Prélèvement,0,Île-de-France,0,0,0,2,Non
C100622,28.0,Femme,66,74.13,4861.19,Annuel,DSL,Virement,1,Grand Est,0,0,1,24,Non
C100286,28.0,Femme,40,43.57,1706.66,Mensuel,DSL,Carte bancaire,2,Hauts-de-France,0,0,0,14,Non
C101351,43.0,Femme,26,50.74,1161.74,Mensuel,Fibre,Prélèvement,1,Provence-Alpes-Côte d'Azur,0,0,1,16,Non
C100649,72.0,Femme,65,36.41,2397.75,Annuel,DSL,Carte bancaire,0,Hauts-de-France,1,1,1,15,Non
C100126,23.0,Homme,62,80.91,4965.06,Annuel,Fibre,Prélèvement,0,Nouvelle-Aquitaine,0,0,0,26,Non
C100425,30.0,Homme,28,101.23,2551.68,Annuel,DSL,Prélèvement,1,Occitanie,1,0,1,14,Non
C100745,41.0,Homme,53,73.84,4165.72,Mensuel,Aucun,Carte bancaire,1,Île-de-France,0,0,1,60,Non
C101364,53.0,Femme,7,93.77,620.8,Annuel,Aucun,Chèque électronique,4,Auvergne-Rhône-Alpes,0,0,0,23,Oui
C101054,22.0,Femme,25,98.01,2414.51,Annuel,DSL,Prélèvement,1,Auvergne-Rhône-Alpes,0,0,1,16,Non
C100170,24.0,Homme,41,78.19,3417.53,Mensuel,Fibre,Virement,2,Nouvelle-Aquitaine,0,0,0,7,Oui
C100665,62.0,Homme,43,26.83,1107.0,Annuel,Fibre,Prélèvement,3,Occitanie,0,0,1,30,Oui
C100344,75.0,Femme,33,84.03,2497.12,Annuel,Fibre,Carte bancaire,1,Auvergne-Rhône-Alpes,0,1,0,14,Non
C100643,48.0,Homme,15,62.0,987.56,Mensuel,Fibre,Prélèvement,2,Grand Est,0,0,1,10,Oui
C100209,67.0,Femme,24,78.72,1939.02,Annuel,Fibre,Prélèvement,0,Provence-Alpes-Côte d'Azur,0,1,1,20,Oui
C100988,33.0,Homme,59,71.61,3821.75,Mensuel,Aucun,Prélèvement,0,Occitanie,1,0,1,21,Non
C100140,80.0,Femme,4,74.42,266.84,Biennal,Fibre,Carte bancaire,1,Occitanie,1,1,1,38,Non
C101344,29.0,Autre,16,514.69,1060.13,Mensuel,DSL,Prélèvement,0,Hauts-de-France,0,0,1,42,Non
C100964,78.0,Homme,26,62.32,1685.09,Mensuel,DSL,Chèque électronique,0,Nouvelle-Aquitaine,1,1,0,22,Non
C100977,54.0,Femme,33,116.2,3991.64,Mensuel,Fibre,Carte bancaire,1,Hauts-de-France,0,0,0,15,Non
C100380,18.0,Femme,14,83.95,1197.4,Biennal,DSL,Virement,1,Nouvelle-Aquitaine,0,0,0,16,Non
C100711,51.0,Autre,39,37.62,1475.27,Annuel,DSL,Chèque électronique,1,Grand Est,0,0,1,74,Non
C100199,,Homme,48,62.79,2723.7,Mensuel,DSL,Virement,0,Nouvelle-Aquitaine,1,1,1,30,Non
C100497,41.0,Homme,7,102.2,710.75,Mensuel,DSL,Prélèvement,3,Provence-Alpes-Côte d'Azur,0,0,1,14,Oui
C100881,72.0,Femme,37,68.25,2333.84,Mensuel,DSL,Carte bancaire,3,Grand Est,1,1,1,17,Oui
C101370,74.0,Homme,55,106.73,5846.22,Biennal,Fibre,Carte bancaire,0,Auvergne-Rhône-Alpes,1,1,0,20,Oui
C100846,28.0,Femme,56,117.31,6695.03,Mensuel,Fibre,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,9,Non
C100010,51.0,Autre,11,92.83,1020.87,Mensuel,DSL,Carte bancaire,1,Grand Est,1,0,1,5,Non
C100147,,Homme,11,57.06,676.39,Annuel,Aucun,Carte bancaire,0,Grand Est,0,0,1,27,Non
C100906,44.0,Homme,55,49.5,2405.32,Mensuel,Fibre,Prélèvement,0,Hauts-de-France,0,0,0,11,Oui
C100282,,Homme,61,78.87,5186.48,Annuel,DSL,Chèque électronique,1,Grand Est,0,0,0,35,Non
C100298,36.0,Autre,18,54.36,927.75,Mensuel,Aucun,Chèque électronique,2,Provence-Alpes-Côte d'Azur,1,0,0,4,Oui
C100926,52.0,Femme,18,121.6,2344.52,Biennal,Fibre,Prélèvement,1,Occitanie,1,0,1,19,Non
C100291,35.0,Homme,15,18.5,288.97,Biennal,Aucun,Chèque électronique,1,Auvergne-Rhône-Alpes,1,0,1,52,Non
C100617,35.0,Femme,24,29.57,745.13,Annuel,DSL,Chèque électronique,0,Île-de-France,0,0,1,7,Non
C100950,23.0,Femme,12,120.94,1434.58,Mensuel,DSL,Carte bancaire,0,Occitanie,1,0,0,25,Non
C100762,78.0,Femme,71,68.29,4835.45,Biennal,DSL,Virement,3,Auvergne-Rhône-Alpes,0,1,0,37,Non
C100573,21.0,Homme,72,66.27,,Mensuel,Fibre,Prélèvement,0,Nouvelle-Aquitaine,1,0,1,5,Non
C100548,51.0,Homme,63,96.73,5427.42,Annuel,Aucun,Virement,1,Occitanie,0,0,0,17,Non
C100331,41.0,Homme,10,79.49,757.1,Biennal,Fibre,Carte bancaire,1,Auvergne-Rhône-Alpes,0,0,1,22,Non
C100323,,Homme,72,68.79,5185.65,Mensuel,Aucun,Virement,1,Occitanie,0,1,1,26,Oui
C101349,56.0,Femme,55,66.46,,Mensuel,Fibre,Virement,2,Hauts-de-France,0,0,1,5,Non
C100374,74.0,Homme,52,67.68,3602.76,Annuel,Aucun,Prélèvement,2,Grand Est,0,1,0,62,Non
C101230,70.0,Homme,70,58.9,,Mensuel,Fibre,Carte bancaire,1,Auvergne-Rhône-Alpes,0,1,0,45,Non
C100135,37.0,Homme,31,78.6,2145.35,Mensuel,Fibre,Carte bancaire,1,Île-de-France,1,0,0,6,Non
C100903,74.0,Homme,36,127.37,4273.43,Annuel,DSL,Prélèvement,0,Provence-Alpes-Côte d'Azur,0,1,0,15,Non
C100427,69.0,Homme,14,61.93,926.19,Mensuel,Fibre,Virement,3,Occitanie,0,1,1,55,Oui
C101340,52.0,Femme,21,89.78,1839.72,Mensuel,Aucun,Carte bancaire,2,Occitanie,1,0,0,30,Non
C101170,58.0,Femme,57,88.94,,Biennal,Fibre,Carte bancaire,3,Auvergne-Rhône-Alpes,1,0,1,34,Non
C100584,43.0,Homme,61,34.48,,Mensuel,Aucun,Carte bancaire,3,Auvergne-Rhône-Alpes,0,0,1,11,Non
C100554,81.0,Femme,16,63.89,1026.95,Mensuel,Aucun,Prélèvement,1,Grand Est,0,1,0,23,Oui
C101308,44.0,Femme,41,46.44,1716.11,Biennal,DSL,Virement,1,Nouvelle-Aquitaine,0,0,1,11,Non
C100158,50.0,Femme,49,79.26,3463.96,Mensuel,DSL,Carte bancaire,1,Grand Est,0,0,1,63,Non
C101218,69.0,Homme,41,90.94,,Mensuel,Fibre,Virement,3,Hauts-de-France,0,1,1,93,Non
C100513,70.0,Femme,36,109.96,3510.6,Annuel,Aucun,Carte bancaire,1,Occitanie,1,1,1,8,Non
C101271,24.0,Homme,34,39.89,1230.99,Annuel,Fibre,Prélèvement,0,Occitanie,0,0,1,48,Non
C101285,21.0,Homme,13,84.8,1125.32,Biennal,Aucun,Prélèvement,2,Île-de-France,0,0,1,28,Oui
C101221,53.0,Femme,70,118.98,8057.6,Mensuel,DSL,Chèque électronique,1,Provence-Alpes-Côte d'Azur,0,0,1,61,Non
C100438,23.0,Femme,45,69.47,2963.5,Mensuel,Fibre,Prélèvement,3,Provence-Alpes-Côte d'Azur,1,0,1,37,Non
C100943,48.0,Femme,41,70.04,3064.23,Mensuel,Aucun,Chèque électronique,3,Occitanie,0,0,1,6,Non
C100528,76.0,Homme,9,74.27,669.52,Mensuel,DSL,Carte bancaire,1,Grand Est,1,1,1,34,Oui
C100874,62.0,Femme,11,85.42,951.35,Annuel,Aucun,Chèque électronique,0,Provence-Alpes-Côte d'Azur,0,0,1,39,Oui
C100947,26.0,Homme,60,39.6,2161.66,Biennal,DSL,Chèque électronique,2,Nouvelle-Aquitaine,0,0,1,68,Non
C101018,20.0,Homme,4,66.09,,Annuel,Fibre,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,0,10,Non
C100741,66.0,Femme,33,50.6,1530.25,Mensuel,Fibre,Chèque électronique,2,Provence-Alpes-Côte d'Azur,0,1,1,52,Oui
C100096,33.0,Femme,33,46.35,1576.34,Biennal,Fibre,Prélèvement,1,Hauts-de-France,0,0,1,13,Oui
C100567,33.0,Autre,1,50.2,51.09,Annuel,DSL,Virement,1,Provence-Alpes-Côte d'Azur,1,0,1,14,Oui
C101310,51.0,Femme,30,33.43,981.36,Mensuel,Fibre,Prélèvement,1,Occitanie,0,0,1,45,Oui
C101075,28.0,Homme,16,97.51,1645.42,Mensuel,DSL,Virement,0,Auvergne-Rhône-Alpes,1,0,1,28,Oui
C100542,30.0,Femme,31,22.06,664.33,Mensuel,DSL,Carte bancaire,0,Provence-Alpes-Côte d'Azur,0,0,1,10,Oui
C100156,26.0,Homme,70,54.42,4010.03,Mensuel,Aucun,Carte bancaire,2,Grand Est,0,0,1,15,Oui
C100553,,Homme,63,20.17,1144.12,Mensuel,DSL,Virement,2,Occitanie,0,0,1,67,Oui
C100575,41.0,Femme,4,30.35,122.25,Mensuel,Fibre,Chèque électronique,1,Hauts-de-France,0,0,1,10,Oui
C100429,63.0,Autre,26,114.87,3092.55,Mensuel,Fibre,Prélèvement,2,Nouvelle-Aquitaine,1,0,0,7,Oui
C100420,77.0,Homme,45,93.12,3931.15,Mensuel,Fibre,Chèque électronique,4,Auvergne-Rhône-Alpes,0,1,1,56,Oui
C100390,65.0,Femme,50,99.83,5175.45,Mensuel,Fibre,Carte bancaire,2,Île-de-France,0,1,1,53,Non
C101042,44.0,Femme,66,49.75,3479.89,Annuel,Fibre,Chèque électronique,3,Hauts-de-France,1,0,1,21,Non
C100997,41.0,Homme,68,33.4,2290.16,Annuel,Fibre,Prélèvement,5,Île-de-France,0,0,1,28,Non
C101387,38.0,Femme,72,68.32,,Mensuel,Fibre,Carte bancaire,0,Île-de-France,1,0,1,16,Non
C100571,44.0,Femme,55,89.21,5237.33,Mensuel,Fibre,Virement,0,Hauts-de-France,0,0,0,32,Non
C100410,29.0,Femme,7,103.87,744.04,Mensuel,Aucun,Chèque électronique,0,Île-de-France,1,0,1,58,Oui
C100423,55.0,Femme,6,115.77,,Annuel,Aucun,Carte bancaire,1,Nouvelle-Aquitaine,0,0,1,21,Non
C100308,38.0,Homme,20,71.27,1474.89,Mensuel,DSL,Chèque électronique,1,Nouvelle-Aquitaine,0,0,0,18,Oui
C100615,58.0,Homme,22,37.16,791.67,Mensuel,Fibre,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,23,Non
C101117,55.0,Femme,8,57.76,414.35,Mensuel,Aucun,Prélèvement,0,Hauts-de-France,1,0,1,35,Oui
C101164,51.0,Homme,20,55.29,1022.35,Mensuel,Aucun,Prélèvement,1,Hauts-de-France,0,0,0,18,Non
C101391,51.0,Homme,42,81.39,3022.83,Annuel,DSL,Virement,2,Auvergne-Rhône-Alpes,1,0,1,52,Non
C100714,76.0,Femme,56,18.5,1012.68,Biennal,Fibre,Carte bancaire,1,Île-de-France,0,1,0,43,Non
C100700,51.0,Femme,25,66.13,,Mensuel,DSL,Virement,1,Auvergne-Rhône-Alpes,0,0,1,16,Non
C100352,37.0,Femme,8,57.29,487.65,Mensuel,Fibre,Prélèvement,0,Auvergne-Rhône-Alpes,0,0,1,54,Non
C100124,72.0,Homme,70,94.17,5938.33,Mensuel,Fibre,Prélèvement,0,Nouvelle-Aquitaine,0,1,1,38,Non
C100178,75.0,Homme,12,25.58,326.07,Annuel,Aucun,Prélèvement,1,Hauts-de-France,0,1,1,21,Oui
C100287,54.0,Femme,19,74.68,1520.36,Mensuel,Fibre,Chèque électronique,0,Île-de-France,0,0,0,1,Non
C101356,40.0,Autre,8,75.65,561.75,Biennal,Fibre,Prélèvement,1,Hauts-de-France,0,0,0,7,Non
C101169,76.0,Homme,21,73.57,1617.31,Mensuel,Fibre,Prélèvement,1,Île-de-France,0,1,1,36,Non
C100294,52.0,Homme,23,51.32,1243.32,Mensuel,Fibre,Carte bancaire,0,Île-de-France,0,0,1,26,Oui
C101151,50.0,Homme,37,51.48,2026.84,Biennal,DSL,Prélèvement,5,Provence-Alpes-Côte d'Azur,1,0,0,18,Non
C100893,80.0,Femme,70,119.7,7553.47,Mensuel,Fibre,Carte bancaire,2,Auvergne-Rhône-Alpes,0,1,1,12,Oui
C100774,72.0,Homme,58,54.43,3286.44,Mensuel,DSL,Chèque électronique,0,Auvergne-Rhône-Alpes,0,1,0,23,Non
C101023,71.0,Homme,59,56.25,3242.73,Mensuel,Fibre,Prélèvement,1,Auvergne-Rhône-Alpes,0,1,1,60,Oui
C101279,73.0,Femme,42,86.5,3378.01,Mensuel,Aucun,Chèque électronique,1,Hauts-de-France,1,1,0,32,Non
C100236,60.0,Homme,48,40.14,1938.41,Annuel,Aucun,Virement,2,Auvergne-Rhône-Alpes,0,0,1,26,Non
C100088,67.0,Homme,56,74.9,3869.29,Mensuel,Aucun,Carte bancaire,0,Occitanie,1,1,0,13,Non
